zip,type_of_property,subtype_of_property,price,number_of_rooms,house_area,surface_of_the_land,number_of_facades,swimming_pool,state_of_the_building,commune,province,region,rank
4257,house,house,140000,2,107,445,2,0,good,BERLOZ,Liège,Région wallonne,415.0
6800,house,house,145000,2,141,1540,4,0,as new,LIBRAMONT-CHEVIGNY,Luxembourg,Région wallonne,173.0
1390,house,exceptional property,550000,4,280,240,4,0,as new,GREZ-DOICEAU,Brabant Wallon,Région flamande,548.0
8610,house,house,125000,2,240,796,4,0,unknown,KORTEMARK,Flandre-Occidentale,Région flamande,141.0
9550,house,house,220000,4,159,475,2,0,good,HERZELE,Flandre-Orientale,Région flamande,363.0
2600,house,house,525000,3,240,107,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
2650,house,house,435000,4,270,1169,3,0,unknown,EDEGEM,Anvers,Région flamande,416.0
8800,house,villa,535000,5,428,1043,4,0,good,ROESELARE,Flandre-Occidentale,Région flamande,249.0
4400,house,house,40000,2,86,215,2,0,to be done up,FLÉMALLE,Liège,Région wallonne,81.0
4000,house,house,75000,4,182,65,2,0,unknown,LIÈGE,Liège,Région wallonne,83.0
3700,house,house,140000,3,80,739,3,0,good,TONGEREN,Limbourg,Région flamande,201.0
8380,house,house,145000,3,104,137,3,0,to renovate,BRUGGE,Flandre-Occidentale,Région flamande,467.0
3540,house,villa,255000,4,700,1993,4,0,unknown,HERK-DE-STAD,Limbourg,Région flamande,406.0
3890,house,house,95000,3,224,535,3,0,unknown,GINGELOM,Limbourg,Région flamande,146.0
9500,house,mixed use building,525000,2,265,110,3,0,as new,GERAARDSBERGEN,Flandre-Orientale,Région flamande,210.0
3950,house,country cottage,549000,4,205,12200,4,0,good,BOCHOLT,Limbourg,Région flamande,251.0
7331,house,house,50000,2,129,260,2,0,to renovate,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
6224,house,house,75000,3,106,223,2,0,to be done up,FLEURUS,Hainaut,Région wallonne,35.0
1350,house,farmhouse,180000,4,144,6169,3,0,to renovate,ORP-JAUCHE,Brabant Wallon,Région flamande,218.0
1440,house,villa,550000,3,273,962,4,0,unknown,BRAINE-LE-CHÂTEAU,Brabant Wallon,Région flamande,438.0
1340,house,house,150000,3,217,1000,2,0,to renovate,OTTIGNIES-LOUVAIN-LA-NEUVE,Brabant Wallon,Région flamande,523.0
1800,house,house,250000,3,112,136,2,0,good,VILVOORDE,Brabant Flamand,Région flamande,307.0
1020,house,house,515000,4,180,184,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
8400,house,house,65000,3,101,105,2,0,to renovate,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2490,house,bungalow,60000,2,95,1250,4,0,unknown,BALEN,Anvers,Région flamande,240.0
8630,house,house,525000,3,284,750,4,0,as new,VEURNE,Flandre-Occidentale,Région flamande,430.0
4317,house,house,67500,4,153,323,3,0,to renovate,FAIMES,Liège,Région wallonne,346.0
2150,house,house,519000,5,273,32,3,0,as new,BORSBEEK,Anvers,Région flamande,313.0
3020,house,house,515000,3,206,459,4,0,unknown,HERENT,Brabant Flamand,Région flamande,518.0
3800,house,house,120000,4,187,775,3,0,to renovate,SINT-TRUIDEN,Limbourg,Région flamande,192.0
3945,house,house,549000,4,322,2876,4,1,unknown,HAM,Limbourg,Région flamande,301.0
8570,house,house,169000,3,170,586,3,0,to be done up,ANZEGEM,Flandre-Occidentale,Région flamande,330.0
8730,house,house,549000,4,214,344,3,0,as new,BEERNEM,Flandre-Occidentale,Région flamande,483.0
2060,house,house,525000,4,183,71,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
8400,house,house,60000,3,115,181,3,0,to renovate,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8430,house,villa,540000,5,360,580,4,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
5542,house,chalet,87000,2,82,47,4,0,just renovated,HASTIÈRE,Namur,Région wallonne,14.0
1360,house,villa,540000,7,300,2600,4,1,as new,PERWEZ,Brabant Wallon,Région flamande,383.0
1180,house,house,545000,3,175,343,3,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
3472,house,country cottage,520000,4,318,10000,4,0,good,KORTENAKEN,Brabant Flamand,Région flamande,300.0
9000,house,house,535500,3,181,250,2,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
4680,house,villa,220000,4,146,785,3,0,unknown,OUPEYE,Liège,Région wallonne,132.0
3200,house,house,259000,3,240,6520,4,0,unknown,AARSCHOT,Brabant Flamand,Région flamande,335.0
9230,house,villa,529000,2,204,1252,4,0,good,WETTEREN,Flandre-Orientale,Région flamande,216.0
8820,house,house,80000,3,145,189,3,0,to be done up,TORHOUT,Flandre-Occidentale,Région flamande,290.0
4432,house,house,45000,3,88,173,2,0,unknown,ANS,Liège,Région wallonne,66.0
7000,house,house,90000,2,177,120,3,0,good,MONS,Hainaut,Région wallonne,40.0
9000,house,house,290000,5,142,112,2,0,good,GENT,Flandre-Orientale,Région flamande,496.0
2221,house,house,520000,5,275,1157,4,0,good,HEIST-OP-DEN-BERG,Anvers,Région flamande,450.0
1740,house,house,529000,3,200,900,4,0,as new,TERNAT,Brabant Flamand,Région flamande,492.0
8670,house,mixed use building,539000,8,280,540,4,0,unknown,KOKSIJDE,Flandre-Occidentale,Région flamande,322.0
1300,house,villa,548000,6,260,2385,4,0,to renovate,WAVRE,Brabant Wallon,Région flamande,493.0
1400,house,mixed use building,550000,3,800,2700,3,0,good,NIVELLES,Brabant Wallon,Région flamande,284.0
3040,house,house,509200,3,180,556,4,0,unknown,HULDENBERG,Brabant Flamand,Région flamande,565.0
2018,house,mansion,525000,5,396,149,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
8800,house,house,549000,5,300,1457,3,0,good,ROESELARE,Flandre-Occidentale,Région flamande,249.0
8851,house,house,549000,5,300,1457,3,0,good,ARDOOIE,Flandre-Occidentale,Région flamande,375.0
1070,house,house,530000,6,300,193,3,0,good,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
1080,house,mixed use building,550000,0,660,186,2,0,to restore,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
3020,house,house,538000,4,265,300,3,0,unknown,HERENT,Brabant Flamand,Région flamande,518.0
1420,house,house,525000,5,251,11089,4,0,unknown,BRAINE-L'ALLEUD,Brabant Wallon,Région flamande,488.0
2830,house,house,120000,2,142,116,2,0,to be done up,WILLEBROEK,Anvers,Région flamande,382.0
2590,house,house,200000,2,138,535,3,0,to be done up,BERLAAR,Anvers,Région flamande,502.0
8370,house,house,549000,5,340,118,3,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1340,house,villa,545000,3,180,1032,4,0,as new,OTTIGNIES-LOUVAIN-LA-NEUVE,Brabant Wallon,Région flamande,523.0
9100,house,house,78500,4,55,78,3,0,to renovate,SINT-NIKLAAS,Flandre-Orientale,Région flamande,319.0
4500,house,house,60000,4,145,116,2,0,unknown,HUY,Liège,Région wallonne,84.0
9940,house,villa,290000,4,207,781,4,0,good,EVERGEM,Flandre-Orientale,Région flamande,391.0
8870,house,mixed use building,515000,3,176,629,3,0,good,IZEGEM,Flandre-Occidentale,Région flamande,222.0
3020,house,villa,549000,4,220,1056,4,0,good,HERENT,Brabant Flamand,Région flamande,518.0
1653,house,house,170000,2,119,737,3,0,to renovate,BEERSEL,Brabant Flamand,Région flamande,490.0
9100,house,house,210000,3,176,424,3,0,good,SINT-NIKLAAS,Flandre-Orientale,Région flamande,319.0
1020,house,house,535000,6,310,215,2,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
2830,house,house,112000,2,142,188,2,0,to renovate,WILLEBROEK,Anvers,Région flamande,382.0
3630,house,bungalow,70000,1,103,412,3,0,to renovate,MAASMECHELEN,Limbourg,Région flamande,269.0
8200,house,villa,530000,4,224,777,3,0,as new,BRUGGE,Flandre-Occidentale,Région flamande,467.0
9000,house,house,543869,3,175,235,2,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
9000,house,house,544416,3,186,250,3,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
9200,house,house,545000,3,232,433,3,0,as new,DENDERMONDE,Flandre-Orientale,Région flamande,242.0
2830,house,house,124000,3,140,216,2,0,to renovate,WILLEBROEK,Anvers,Région flamande,382.0
9660,house,house,529000,4,422,1838,3,0,as new,BRAKEL,Flandre-Orientale,Région flamande,395.0
8300,house,house,549000,4,230,165,3,0,just renovated,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
8340,house,villa,528600,4,255,841,4,0,unknown,DAMME,Flandre-Occidentale,Région flamande,542.0
7500,house,house,545000,6,350,1570,3,0,good,TOURNAI,Hainaut,Région wallonne,281.0
8020,house,house,550000,3,222,7008,3,0,to be done up,OOSTKAMP,Flandre-Occidentale,Région flamande,482.0
2640,house,exceptional property,524000,2,176,269,3,0,as new,MORTSEL,Anvers,Région flamande,326.0
2018,house,house,525000,6,253,129,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
9051,house,house,167000,2,117,90,3,0,unknown,GENT,Flandre-Orientale,Région flamande,496.0
8210,house,house,549000,5,298,843,3,0,unknown,ZEDELGEM,Flandre-Occidentale,Région flamande,414.0
8400,house,house,60000,2,108,75,2,0,to renovate,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
9130,house,house,90000,3,148,470,4,0,to renovate,BEVEREN-WAAS,Flandre-Orientale,Région flamande,316.0
3700,house,house,200000,3,440,1139,4,0,unknown,TONGEREN,Limbourg,Région flamande,201.0
3670,house,house,295000,4,186,768,4,0,unknown,OUDSBERGEN,Limbourg,Région flamande,156.0
8200,house,villa,520000,2,150,693,3,0,good,BRUGGE,Flandre-Occidentale,Région flamande,467.0
3051,house,villa,519000,4,288,350,3,0,as new,OUD-HEVERLEE,Brabant Flamand,Région flamande,557.0
1755,house,country cottage,548000,6,393,1550,4,0,to renovate,GOOIK,Brabant Flamand,Région flamande,501.0
3545,house,house,110000,3,221,3867,3,0,unknown,HALEN,Limbourg,Région flamande,199.0
1701,house,house,255000,3,174,851,3,0,unknown,DILBEEK,Brabant Flamand,Région flamande,487.0
2830,house,house,124000,3,120,372,3,0,unknown,WILLEBROEK,Anvers,Région flamande,382.0
3550,house,house,180000,5,201,1650,4,0,unknown,HEUSDEN-ZOLDER,Limbourg,Région flamande,236.0
1340,house,villa,508000,3,232,1464,4,0,unknown,OTTIGNIES-LOUVAIN-LA-NEUVE,Brabant Wallon,Région flamande,523.0
3971,house,house,160000,2,96,339,3,0,unknown,LEOPOLDSBURG,Limbourg,Région flamande,122.0
9031,house,villa,549000,4,200,798,3,0,just renovated,GENT,Flandre-Orientale,Région flamande,496.0
3640,house,house,70000,4,189,637,3,0,unknown,KINROOI,Limbourg,Région flamande,185.0
3530,house,house,220000,3,143,1622,4,1,unknown,HOUTHALEN-HELCHTEREN,Limbourg,Région flamande,203.0
9000,house,house,505000,4,173,167,2,0,as new,GENT,Flandre-Orientale,Région flamande,496.0
8340,house,house,528600,6,255,842,3,0,as new,DAMME,Flandre-Occidentale,Région flamande,542.0
8380,house,house,536000,4,196,760,3,0,as new,BRUGGE,Flandre-Occidentale,Région flamande,467.0
4040,house,mixed use building,550000,2,260,250,3,0,as new,HERSTAL,Liège,Région wallonne,93.0
3078,house,villa,545000,3,160,1623,4,0,just renovated,KORTENBERG,Brabant Flamand,Région flamande,546.0
1310,house,house,530000,4,180,390,2,0,just renovated,LA HULPE,Brabant Wallon,Région flamande,537.0
5310,house,exceptional property,535000,4,300,2704,3,0,as new,EGHEZÉE,Namur,Région wallonne,336.0
2500,house,mansion,549000,4,260,80,2,0,as new,LIER,Anvers,Région flamande,390.0
4254,house,exceptional property,550000,5,480,5384,4,0,as new,GEER,Liège,Région wallonne,226.0
1730,house,mixed use building,529000,5,785,375,2,0,good,ASSE,Brabant Flamand,Région flamande,341.0
1200,house,house,540000,2,120,108,2,0,good,WOLUWE-SAINT-LAMBERT,Bruxelles (19 communes),Région Bruxelles-capitale,539.0
3090,house,house,545000,5,267,1274,4,0,good,OVERIJSE,Brabant Flamand,Région flamande,571.0
1040,house,house,549000,4,226,87,2,0,as new,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
3210,house,villa,549000,4,178,682,4,0,as new,LUBBEEK,Brabant Flamand,Région flamande,476.0
4300,house,exceptional property,550000,5,480,5384,4,0,as new,WAREMME,Liège,Région wallonne,117.0
1150,house,house,550000,8,275,351,2,0,to renovate,WOLUWE-SAINT-PIERRE,Bruxelles (19 communes),Région Bruxelles-capitale,574.0
1740,house,villa,515000,5,325,700,4,0,good,TERNAT,Brabant Flamand,Région flamande,492.0
1160,house,house,545000,3,190,168,2,0,to renovate,AUDERGHEM,Bruxelles (19 communes),Région Bruxelles-capitale,545.0
3960,house,mixed use building,540000,4,930,7028,4,0,to be done up,BREE,Limbourg,Région flamande,260.0
1730,house,house,545000,3,310,800,4,0,as new,ASSE,Brabant Flamand,Région flamande,341.0
3680,house,mixed use building,545000,5,347,4452,4,0,to be done up,MAASEIK,Limbourg,Région flamande,426.0
1601,house,house,515000,4,226,250,2,0,good,SINT-PIETERS-LEEUW,Brabant Flamand,Région flamande,448.0
1000,house,mixed use building,540000,3,130,76,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
4910,house,house,529000,4,255,6707,4,0,good,THEUX,Liège,Région wallonne,291.0
1600,house,villa,537000,5,218,697,3,0,just renovated,SINT-PIETERS-LEEUW,Brabant Flamand,Région flamande,448.0
4550,house,house,515000,6,345,1662,4,0,good,NANDRIN,Liège,Région wallonne,419.0
9190,house,villa,539000,5,315,927,4,0,good,STEKENE,Flandre-Orientale,Région flamande,306.0
1490,house,house,535000,6,250,1400,4,0,unknown,COURT-SAINT-ETIENNE,Brabant Wallon,Région flamande,381.0
3090,house,villa,549000,5,225,1426,4,0,good,OVERIJSE,Brabant Flamand,Région flamande,571.0
2460,house,mixed use building,524999,4,214,880,4,0,just renovated,KASTERLEE,Anvers,Région flamande,520.0
1750,house,villa,549000,3,190,620,4,0,unknown,LENNIK,Brabant Flamand,Région flamande,554.0
3581,house,house,535000,6,334,1087,4,0,good,BERINGEN,Limbourg,Région flamande,193.0
9300,house,house,50000,2,130,100,2,0,good,AALST,Flandre-Orientale,Région flamande,227.0
9031,house,farmhouse,525000,1,110,7678,4,0,to renovate,GENT,Flandre-Orientale,Région flamande,496.0
1410,house,villa,545000,6,247,980,4,0,to be done up,WATERLOO,Brabant Wallon,Région flamande,558.0
1370,house,country cottage,100000,3,200,900,4,0,just renovated,JODOIGNE,Brabant Wallon,Région flamande,489.0
3202,house,house,535000,6,416,782,4,0,as new,AARSCHOT,Brabant Flamand,Région flamande,335.0
2830,house,house,549000,5,215,385,3,0,as new,WILLEBROEK,Anvers,Région flamande,382.0
1980,house,villa,545000,4,250,2088,4,0,as new,ZEMST,Brabant Flamand,Région flamande,521.0
2600,house,house,520000,6,234,120,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
8940,house,villa,545000,3,201,920,4,1,as new,WERVIK,Flandre-Occidentale,Région flamande,90.0
9080,house,villa,547000,4,214,691,4,0,good,LOCHRISTI,Flandre-Orientale,Région flamande,525.0
2830,house,villa,530000,4,160,587,4,0,good,WILLEBROEK,Anvers,Région flamande,382.0
1910,house,house,549000,4,270,734,3,0,as new,KAMPENHOUT,Brabant Flamand,Région flamande,556.0
2800,house,mixed use building,530000,4,245,191,2,0,good,MECHELEN,Anvers,Région flamande,479.0
4620,house,farmhouse,535000,5,272,4717,4,0,just renovated,FLÉRON,Liège,Région wallonne,97.0
4920,house,exceptional property,549000,4,272,2320,4,0,as new,AYWAILLE,Liège,Région wallonne,148.0
6780,house,house,549000,4,286,1500,4,0,as new,MESSANCY,Luxembourg,Région wallonne,427.0
2970,house,villa,550000,4,296,1250,4,0,to be done up,SCHILDE,Anvers,Région flamande,569.0
6460,house,house,550000,6,327,1784,4,0,good,CHIMAY,Hainaut,Région wallonne,95.0
1410,house,villa,520000,5,175,875,4,0,to restore,WATERLOO,Brabant Wallon,Région flamande,558.0
1980,house,villa,545000,4,210,1102,4,0,good,ZEMST,Brabant Flamand,Région flamande,521.0
5170,house,villa,80000,4,198,1387,4,0,as new,PROFONDEVILLE,Namur,Région wallonne,339.0
3380,house,exceptional property,540000,6,252,4432,4,0,good,GLABBEEK,Brabant Flamand,Région flamande,478.0
1910,house,house,510000,3,228,2360,4,0,unknown,KAMPENHOUT,Brabant Flamand,Région flamande,556.0
9280,house,bungalow,515000,3,274,656,4,0,as new,LEBBEKE,Flandre-Orientale,Région flamande,393.0
3550,house,house,545000,4,278,1916,4,0,as new,HEUSDEN-ZOLDER,Limbourg,Région flamande,236.0
4260,house,house,510000,4,343,2500,4,0,as new,BRAIVES,Liège,Région wallonne,245.0
2920,house,house,519000,3,135,1518,3,0,just renovated,KALMTHOUT,Anvers,Région flamande,538.0
8300,house,mansion,535000,5,287,72,2,0,just renovated,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1210,house,exceptional property,540111,3,230,174,3,0,good,SAINT-JOSSE-TEN-NOODE,Bruxelles (19 communes),Région Bruxelles-capitale,270.0
3080,house,villa,549000,4,180,565,4,0,good,TERVUREN,Brabant Flamand,Région flamande,572.0
5660,house,house,550000,6,637,14693,4,0,good,COUVIN,Namur,Région wallonne,53.0
2321,house,house,549000,4,220,2135,3,0,to renovate,HOOGSTRATEN,Anvers,Région flamande,500.0
3550,house,house,545000,6,298,7183,4,0,to be done up,HEUSDEN-ZOLDER,Limbourg,Région flamande,236.0
3545,house,house,549000,4,375,2332,3,0,good,HALEN,Limbourg,Région flamande,199.0
2970,house,house,530000,3,180,789,4,0,to be done up,SCHILDE,Anvers,Région flamande,569.0
2322,house,house,525000,5,240,980,4,0,as new,HOOGSTRATEN,Anvers,Région flamande,500.0
8978,house,mansion,525000,5,520,598,2,0,as new,POPERINGE,Flandre-Occidentale,Région flamande,163.0
5300,house,house,550000,8,515,4434,4,0,unknown,ANDENNE,Namur,Région wallonne,99.0
6280,house,exceptional property,100000,3,770,1479,4,1,good,GERPINNES,Hainaut,Région wallonne,285.0
9080,house,villa,549000,4,245,835,4,0,good,LOCHRISTI,Flandre-Orientale,Région flamande,525.0
2310,house,villa,525000,4,297,969,4,0,as new,RIJKEVORSEL,Anvers,Région flamande,533.0
1652,house,villa,549000,3,252,874,4,0,unknown,BEERSEL,Brabant Flamand,Région flamande,490.0
3940,house,house,515000,3,335,858,4,0,as new,HECHTEL-EKSEL,Limbourg,Région flamande,134.0
1640,house,house,520000,4,214,411,3,0,unknown,RHODE-SAINT-GENÈSE,Brabant Flamand,Région flamande,573.0
2180,house,villa,510000,4,280,736,4,1,unknown,ANTWERPEN,Anvers,Région flamande,334.0
7542,house,mansion,540000,3,240,1660,4,0,unknown,TOURNAI,Hainaut,Région wallonne,281.0
1820,house,villa,530000,3,225,1000,4,0,good,STEENOKKERZEEL,Brabant Flamand,Région flamande,543.0
1910,house,house,525000,5,313,575,3,0,good,KAMPENHOUT,Brabant Flamand,Région flamande,556.0
9080,house,house,534000,4,192,526,3,0,as new,LOCHRISTI,Flandre-Orientale,Région flamande,525.0
1180,house,house,550000,2,130,700,4,0,to be done up,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
2260,house,house,530000,5,343,2048,4,0,good,WESTERLO,Anvers,Région flamande,423.0
2235,house,villa,520000,5,290,1940,4,0,good,HULSHOUT,Anvers,Région flamande,460.0
4317,house,house,525000,9,900,6406,4,0,just renovated,FAIMES,Liège,Région wallonne,346.0
1060,house,house,550000,4,200,45,2,0,just renovated,SAINT-GILLES,Bruxelles (19 communes),Région Bruxelles-capitale,551.0
2230,house,country cottage,545000,4,343,4809,4,0,to be done up,HERSELT,Anvers,Région flamande,292.0
1970,house,house,525000,4,200,736,3,0,good,WEZEMBEEK-OPPEM,Brabant Flamand,Région flamande,553.0
2500,house,mixed use building,525000,2,160,144,2,0,good,LIER,Anvers,Région flamande,390.0
8300,house,villa,529000,2,123,1050,4,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
1730,house,house,549000,2,166,1200,4,0,to renovate,ASSE,Brabant Flamand,Région flamande,341.0
8210,house,house,549000,5,265,7700,4,0,to be done up,ZEDELGEM,Flandre-Occidentale,Région flamande,414.0
2440,house,house,519000,3,150,4000,4,0,as new,GEEL,Anvers,Région flamande,254.0
5190,house,house,50000,4,248,1190,3,0,just renovated,JEMEPPE-SUR-SAMBRE,Namur,Région wallonne,75.0
9820,house,house,510000,4,260,808,3,0,as new,MERELBEKE,Flandre-Orientale,Région flamande,464.0
1840,house,house,524000,2,225,1389,4,0,good,LONDERZEEL,Brabant Flamand,Région flamande,376.0
2260,house,house,525000,4,210,1006,4,0,as new,WESTERLO,Anvers,Région flamande,423.0
4960,house,house,525000,1,212,51586,4,0,unknown,MALMEDY,Liège,Région wallonne,197.0
